1.000000000000000021e-02,-1.779374999999999929e+01,-3.749999999999999861e-02,2.130000100000000174e+01,7.635591000000000600e-05,-9.926267999999999810e-04,-0.000000000000000000e+00,0.000000000000000000e+00,1.076770199999999983e-01,9.705586999999999520e+00
2.100000000000000130e-02,-1.740000200000000063e+01,-2.250000100000000003e-01,2.158125100000000174e+01,6.872031400000000369e-04,-9.926267999999999810e-04,1.221694499999999902e-03,4.785645300000000366e-03,1.220339500000000021e-01,9.707979999999999166e+00
3.200000000000000067e-02,-1.751249999999999929e+01,-2.250000100000000003e-01,2.137500000000000000e+01,1.298050399999999948e-03,2.290677200000000037e-04,-1.832541800000000087e-03,9.571290999999999133e-03,1.268196000000000045e-01,9.705586999999999520e+00
4.299999999999999656e-02,-1.755000100000000174e+01,1.874999999999999931e-02,2.148750100000000174e+01,7.635591000000000600e-05,-9.926267999999999810e-04,6.108472600000000195e-04,7.178467699999999813e-03,1.220339500000000021e-01,9.703194999999999126e+00
5.299999999999999850e-02,-1.755000100000000174e+01,2.812500000000000000e-01,2.141250000000000142e+01,7.635591000000000600e-05,-3.817795400000000157e-04,-6.108472600000000195e-04,0.000000000000000000e+00,1.220339500000000021e-01,9.712766999999999484e+00
6.400000000000000133e-02,-1.775625000000000142e+01,2.812500000000000000e-01,2.152500200000000063e+01,-5.344914000000000305e-04,-9.926267999999999810e-04,-0.000000000000000000e+00,0.000000000000000000e+00,1.172483099999999945e-01,9.712766999999999484e+00
7.499999999999999722e-02,-1.788749999999999929e+01,3.187500200000000228e-01,2.158125100000000174e+01,6.872031400000000369e-04,2.290677200000000037e-04,-0.000000000000000000e+00,0.000000000000000000e+00,1.148554799999999959e-01,9.710373000000000587e+00
8.599999999999999312e-02,-1.769999999999999929e+01,2.812500000000000000e-01,2.154374999999999929e+01,-5.344914000000000305e-04,2.290677200000000037e-04,-6.108472600000000195e-04,0.000000000000000000e+00,1.244267750000000033e-01,9.710373000000000587e+00
9.700000000000000289e-02,-1.749375200000000063e+01,3.750000000000000000e-01,2.176875100000000174e+01,6.872031400000000369e-04,-3.436016000000000070e-03,-0.000000000000000000e+00,2.392822599999999949e-03,1.316052500000000069e-01,9.700801999999999481e+00
1.079999999999999988e-01,-1.758750200000000063e+01,4.500000200000000006e-01,2.158125100000000174e+01,6.872031400000000369e-04,-3.817795400000000157e-04,-6.108472600000000195e-04,1.196411300000000018e-02,1.244267750000000033e-01,9.698408999999999835e+00
1.170000000000000068e-01,-1.766250000000000142e+01,2.625000200000000006e-01,2.165625000000000000e+01,7.635591000000000600e-05,-3.817795400000000157e-04,1.221694499999999902e-03,9.571290999999999133e-03,1.292124199999999945e-01,9.703194999999999126e+00
1.280000000000000027e-01,-1.779374999999999929e+01,1.125000040000000007e-01,2.150625000000000142e+01,-5.344914000000000305e-04,-3.817795400000000157e-04,1.221694499999999902e-03,7.178467699999999813e-03,1.244267750000000033e-01,9.698408999999999835e+00
1.380000000000000115e-01,-1.785000000000000142e+01,-1.874999999999999931e-02,2.143125200000000063e+01,1.298050399999999948e-03,2.290677200000000037e-04,-0.000000000000000000e+00,2.392822599999999949e-03,1.196411299999999983e-01,9.696016000000000190e+00
1.499999999999999944e-01,-1.788749999999999929e+01,-1.125000040000000007e-01,2.139375100000000174e+01,6.872031400000000369e-04,-3.817795400000000157e-04,-1.221694499999999902e-03,0.000000000000000000e+00,1.172483099999999945e-01,9.707979999999999166e+00
1.610000000000000042e-01,-1.828125000000000000e+01,1.312500100000000003e-01,2.144999999999999929e+01,2.519744999999999884e-03,-9.926267999999999810e-04,-0.000000000000000000e+00,7.178467699999999813e-03,1.220339500000000021e-01,9.707979999999999166e+00
1.719999999999999862e-01,-1.841250000000000142e+01,7.499999999999999722e-02,2.135624999999999929e+01,-1.145338600000000073e-03,2.290677200000000037e-04,1.832541800000000087e-03,7.178467699999999813e-03,1.124626600000000060e-01,9.707979999999999166e+00
1.819999999999999951e-01,-1.843125200000000063e+01,1.312500100000000003e-01,2.146875000000000000e+01,7.635591000000000600e-05,-2.214321400000000134e-03,-6.108472600000000195e-04,0.000000000000000000e+00,1.268196000000000045e-01,9.700801999999999481e+00
1.930000000000000049e-01,-1.837500000000000000e+01,3.187500200000000228e-01,2.137500000000000000e+01,1.298050399999999948e-03,-1.603473999999999915e-03,-6.108472600000000195e-04,1.196411300000000018e-02,1.459621799999999969e-01,9.710373000000000587e+00
2.039999999999999869e-01,-1.822500000000000142e+01,5.812500000000000444e-01,2.105625200000000063e+01,1.298050399999999948e-03,-3.817795400000000157e-04,1.221694499999999902e-03,-4.785645300000000366e-03,1.052841999999999945e-01,9.717551999999999524e+00
2.149999999999999967e-01,-1.828125000000000000e+01,7.125000400000000012e-01,2.101875100000000174e+01,-2.435753499999999960e-02,-4.986040700000000242e-02,-1.038440300000000038e-02,7.896314599999999795e-02,2.033899299999999966e-01,9.676873999999999754e+00
2.240000000000000047e-01,-1.828125000000000000e+01,8.062500400000000012e-01,2.098124999999999929e+01,3.611634300000000214e-02,5.031854300000000030e-02,-0.000000000000000000e+00,-7.178467699999999813e-03,4.307080800000000209e-02,9.885348000000000468e+00
2.340000000000000135e-01,-1.805625200000000063e+01,9.562500000000000444e-01,2.126249999999999929e+01,5.573981399999999690e-03,-8.284616000000000202e-02,-8.551862000000000352e-03,3.065803999999999752e-01,3.640081600000000250e-01,9.480662000000000589e+00
2.459999999999999964e-01,-1.813125000000000142e+01,8.062500400000000012e-01,2.133750200000000063e+01,1.534753800000000085e-02,8.170082000000000386e-03,4.275931000000000176e-03,-4.546362999999999793e-02,7.657032499999999464e-02,9.899706000000000117e+00
2.570000000000000062e-01,-1.822500000000000142e+01,7.687500000000000444e-01,2.124375200000000063e+01,-2.191414499999999946e-02,8.399149999999999975e-04,4.275931000000000176e-03,-1.172483099999999945e-01,3.828516199999999758e-02,9.442377000000000464e+00
2.670000000000000151e-01,-1.837500000000000000e+01,6.562500000000000000e-01,2.115000200000000063e+01,-1.152974200000000081e-02,1.183516499999999992e-02,6.108472600000000195e-04,4.067798300000000089e-02,1.028913699999999959e-01,9.791729000000000127e+00
2.780000000000000249e-01,-1.828125000000000000e+01,5.437500499999999848e-01,2.128125000000000000e+01,-6.032116700000000366e-03,8.399149999999999975e-04,6.108472600000000412e-03,3.349951699999999949e-02,1.722832300000000094e-01,9.688838000000000505e+00
2.889999999999999791e-01,-1.826249999999999929e+01,5.437500499999999848e-01,2.191874999999999929e+01,-2.367033199999999792e-03,4.504998700000000314e-03,1.832541800000000087e-03,1.914258099999999879e-02,1.268196000000000045e-01,9.650553000000000381e+00
2.999999999999999889e-01,-1.820625100000000174e+01,5.999999999999999778e-01,2.180625200000000063e+01,3.741439400000000186e-03,-1.015533599999999918e-02,7.941013999999999712e-03,3.589234000000000174e-02,1.459621799999999969e-01,9.741479999999999251e+00
3.109999999999999987e-01,-1.856250000000000000e+01,5.625000000000000000e-01,2.175000000000000000e+01,1.298050399999999948e-03,9.391775999999999250e-03,-1.221694499999999902e-03,-4.785645300000000366e-03,1.124626600000000060e-01,9.717551999999999524e+00
