1744424211088,-0.4621139,1.6543378,9.346664,-16.81875,-0.13125001,-24.45,-0.021303298,-8.39915E-4,0.0029015245
1744424211099,-0.43579283,1.6806588,9.332308,-16.650002,-0.24375,-24.525002,-0.04573719,-0.0026724567,0.0047340663
1744424211110,-0.3376871,1.6160526,9.605089,-16.78125,-0.20625001,-24.337502,-0.06589515,0.001603474,0.0053449133
1744424211121,-0.24646074,1.5155541,9.909277,-16.6875,-0.22500001,-23.962502,-0.05612159,0.010155336,-7.635591E-4
1744424211132,-0.21774685,1.4246268,10.124631,-16.612501,-0.056250002,-24.0375,-0.023746688,0.016874656,-0.00503949
1744424211142,-0.28743783,1.3716856,10.043275,-16.725,0.09375,-24.075,0.023899399,0.024204822,-0.007482879
1744424211154,-0.3711866,1.4150555,9.835099,-16.987501,0.0375,-24.206251,0.04833329,0.018707197,-7.635591E-4
1744424211165,-0.44775695,1.5299109,9.590733,-16.85625,-0.056250002,-23.831251,0.057496,0.021150587,0.0151184695
1744424211174,-0.44536412,1.6423737,9.387342,-17.00625,-0.31875002,-23.6625,0.047722444,0.016874656,0.02367033
1744424211185,-0.39511484,1.7093726,9.282058,-16.85625,-0.375,-23.90625,0.026953636,0.010766183,0.022448637
1744424211197,-0.34247273,1.7476579,9.322736,-16.987501,-0.43125,-23.90625,0.0012980504,0.005879405,0.014507622
1744424211207,-0.35443684,1.745265,9.38495,-16.78125,-0.54375005,-23.8125,-0.010308048,-0.0020616094,0.005955761
1744424211218,-0.35204405,1.6519449,9.456735,-16.800001,-0.43125,-23.85,-0.017638214,-0.008170082,0.00167983
1744424211229,-0.30179477,1.5514464,9.607482,-16.725,-0.22500001,-23.962502,-0.020081604,-0.003283304,-0.00503949
1744424211240,-0.32093734,1.489233,9.810872,-16.931252,-0.3375,-23.71875,-5.344914E-4,0.006490252,-0.0056503373
1744424211251,-0.325723,1.4509479,9.825528,-17.15625,-0.39375,-23.85,0.024510246,0.004046863,0.004123219
1744424211262,-0.28743783,1.4581263,9.763016,-17.175001,-0.15,-24.0375,0.045279052,0.003436016,0.008399149
1744424211273,-0.25842485,1.556232,9.552447,-17.400002,-0.075,-24.0375,0.055663455,0.006490252,0.013896775
1744424211281,-0.2727818,1.6328024,9.46152,-17.4375,-0.20625001,-24.35625,0.053220067,0.009544488,0.013896775
1744424211292,-0.3281158,1.6854445,9.308379,-17.5125,-0.0375,-24.281252,0.040392276,0.010766183,0.010842538
1744424211303,-0.33529428,1.7117655,9.200403,-17.4375,-0.24375,-24.431252,0.016569233,0.003436016,0.010842538
1744424211314,-0.2440679,1.6567305,9.284451,-17.0625,-0.15,-24.468752,-0.0041995747,9.926268E-4,0.0035123718
1744424211325,-0.16271193,1.6304095,9.578768,-16.875,-0.075,-24.7875,-0.0096972,0.008933641,-0.009315421
